departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
22964.0;12052000_12052000_26916;taxi341;2830;451425.47;5734005.35;8080;452541.34;5739572.15;112.0;25401.0;2325.0;30241.88;12025.88;-3.8;24164;25505
22990.0;12052000_12052000_8481;taxi286;1497;454832.71;5734399.83;4816;456134.41;5733743.86;104.0;23287.0;193.0;2534.14;2534.14;-2;24190;24479.5
22995.0;additional_1646;taxi153;9922;453053.16;5730676.92;567;454039.08;5735304.33;458.0;24482.0;1029.0;9711.14;5497.66;-2;24195;24748.5
22996.0;12052000_12052000_18811;taxi73;7341;454024.27;5740468.1;3670;456286.46;5735343.98;439.0;24687.0;1252.0;11004.26;8486.42;-2.9;24196;25244.5
23002.0;additional_2130;taxi249;8949;457691.23;5734330.03;6747;453516.42;5735870.51;327.0;24746.0;1417.0;11083.53;5177.11;-2;24202;24749.5
23007.0;12052000_12052000_3495;taxi292;8213;454752.89;5735769.62;7681;453886.39;5732216.29;1141.0;24641.0;493.0;5247.8;5694.87;-2;24207;24691.5
23008.0;12052000_12052000_21670;taxi365;7078;454034.72;5734733.2;10922;456284.12;5731562.14;583.0;24715.0;1124.0;11984.39;5372.77;-2.02;24208;24877
23018.0;additional_1561;taxi153;9109;453353.19;5731221.1;2596;453723.18;5734440.54;316.0;24114.0;780.0;8044.79;3758.34;-2;24218;24620
23026.0;additional_63;taxi249;3403;456589.13;5736458.21;5910;454110.91;5735695.34;687.0;24628.0;915.0;6435.37;4146.16;-2;24226;24812.5
23035.0;additional_1680;taxi238;4807;454595.25;5737359.79;6574;454222.55;5734149.66;739.0;24496.0;722.0;7060.06;4766.98;-2;24235;24805
23035.0;12052000_12052000_26507;taxi313;7217;455768.22;5728543.96;3244;453372.36;5734987.2;314.0;24817.0;1468.0;12852.76;7343.59;-2.39;24235;24862
23035.0;12052000_12052000_23730;taxi262;4631;454250.18;5733396.84;3095;453469.9;5731980.2;61.0;23305.0;209.0;2866.31;2782.01;-2;24235;24532
23041.0;12052000_12052000_21317;taxi73;2936;454940.66;5739926.56;7;457803.98;5730192.41;707.0;25578.0;1830.0;20806.84;14174.14;-4.28;24241;25666
23045.0;additional_1486;taxi34;8385;455756.45;5733769.9;5772;453597.52;5734703.89;837.0;24150.0;268.0;4102.49;4102.49;-2;24245;24647
23046.0;additional_1489;taxi313;7069;454017.96;5730029.41;6895;453358.88;5734976.96;942.0;24891.0;903.0;8231.93;6236.28;-2.19;24246;24904.5
23046.0;additional_1277;taxi99;7669;456215.86;5734786.73;6574;454222.55;5734149.66;1011.0;24468.0;411.0;3636.68;2425.16;-2;24246;24543
23050.0;12052000_12052000_12580;taxi195;4078;456136.26;5731695.11;7481;457507.25;5734746.26;593.0;24861.0;1218.0;13820.14;6245.34;-2.22;24250;24959.5
23058.0;additional_1483;taxi146;8142;455320.79;5737554.7;9748;453592.98;5734861.49;160.0;24507.0;1289.0;11088.47;4046.77;-2;24258;24663
